"","filename","act","act_number","docTitle","index","scene","scene_number","speaker","speaker_stage","spoke","stage","title","type","year"
"1","Plutus_mod.jsonl","Første akt",1,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",14,"Scene 1",1,"Timotheus",NA,"Giv dig kun tilfreds thi rådet har gjort ansøgning ikke alene om Pluti ankomst, det har også af Jupiter forlangt at han må bekomme sit syn, på det han ikke her som på mange andre steder skal uddele sine gaver i blinde. Men jeg må forføje mig hen til rådhuset for at efterforske hvori de tegn består hvorpå man grunder dette håb.",NA,"Plutus",4,"(1753)"
"2","Plutus_mod.jsonl","Første akt",1,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",2,"Scene 2",2,"Davus",NA,"Hvis dette er sandt, vil staden støbes om i en anden form. Ak, gid han snart ville komme! Jeg skulle straks ved bøn og knæfald bevæge ham til gavmildhed mod mig. Jeg skulle tilbyde ham mit ringe hus, min egen hustru og døtre skulle ikke være ham for gode, så at han skulle tydeligt mærke at jeg er en meriteret person. Jeg skulle, det som mere er ... Men der ser jeg Diogenes at komme rullende med sin tønde. Han må ikke vide den herlighed som vor stad forestår.",NA,"Plutus",4,"(1753)"
"3","Plutus_mod.jsonl","Første akt",1,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",15,"Scene 3",3,"Diogenes",NA,"Og jeg siger at udfaldet vil sande mine ord. Men jeg driver kun tiden unyttigt bort ved at prædike for dig. Farvel, Davus, og sig denne min spådom til andre.",NA,"Plutus",4,"(1753)"
"4","Plutus_mod.jsonl","Første akt",1,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",2,"Scene 4",4,"Davus",NA,"Gid din filosofiske hund få skam som besmurte min skønne kåbe. Det ligger dog endelig ikke magt på. Jeg mener herefter ikke at bære uden gyldenstyksklæder. Men himmel, hvad er det jeg ser? En gud kommer ned af luften! Mon det er ikke den kære Plutus? Nej, det er dog ikke Plutus. Mig synes at han på dragten ligner heller Mercurius, som er gudernes sendebud. Jo, det er min tro den samme. Ak, mit hele legeme skælver, og synet forbløffer mig.",NA,"Plutus",4,"(1753)"
"5","Plutus_mod.jsonl","Første akt",1,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",8,"Scene 5",5,"Mercurius",NA,"Det må alt ankomme på Pluti skønsomhed. Gak du kun straks hen og forkynd borgerne at de berede sig til Pluti ankomst.",NA,"Plutus",4,"(1753)"
"6","Plutus_mod.jsonl","Første akt",1,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",29,"Scene 6",6,"Davus",NA,"Jeg ved man drømmer ikke stående med åbne øjne om formiddag. Men stille, der kommer nogle som ser anderledes ud end mennesker. Jeg tror ...",NA,"Plutus",4,"(1753)"
"7","Plutus_mod.jsonl","Første akt",1,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",12,"Scene 7",7,"Plutus",NA,"Velan, jeg vil følge med eder.",NA,"Plutus",4,"(1753)"
"8","Plutus_mod.jsonl","Første akt",1,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",27,"Scene 8",8,"Davus",NA,"Nej, det er min tro noget andet.",NA,"Plutus",4,"(1753)"
"9","Plutus_mod.jsonl","Første akt",1,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",23,"Scene 9",9,"Diogenes",NA,"Jeg vil også gå ud, og sætte mig i min tønde for der at begræde den over staden hængende ulykke.",NA,"Plutus",4,"(1753)"
"10","Plutus_mod.jsonl","Anden akt",2,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",29,"Scene 1",1,"Plutus",NA,"Og jeg vil straks i staden fuldbyrde hvad jeg har lovet.",NA,"Plutus",4,"(1753)"
"11","Plutus_mod.jsonl","Anden akt",2,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",5,"Scene 2",2,"Plutus",NA,"Du og alle kan være forsikret om min upartiskhed i gavers uddeling, og at de ikke skal anvendes uden på meriterede og dydige personer. Hverken du eller nogen anden har nødig at bede mig om rigdom, som jeg herefter ubedt og frivilligt giver til gode mennesker.",NA,"Plutus",4,"(1753)"
"12","Plutus_mod.jsonl","Anden akt",2,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",6,"Scene 3",3,"Davus",NA,"En pose taget, 2 poser givet. En dag ugudelig, en anden gudfrygtig. Stærk drik af nødvendighed for at hjælpe på min mave. Ingen dans i 4 år siden jeg fik ligtorne. Falske vidnesbyrd, men af kærlighed til min næste. Medlidenhed mod mine piger. Det halve liv bortsovet uden synd. Hej, jeg er ovenpå! Jeg er en meriteret person, Plutus kan ikke gå mig forbi. Hvis han tager det i betænkning, kan jeg lægge ham min regning for næsen, hvilken er så klar at ingen renteskriver kan gøre antegnelse deri. Slå dig nu til rolighed, Dave, du har nu intet andet at tænke på end hvorledes du skal anvende dine penge.",NA,"Plutus",4,"(1753)"
"13","Plutus_mod.jsonl","Anden akt",2,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",5,"Scene 4",4,"Diogenes","(Går hen til siden)","Ak, du ulykkelige stad som jeg ser i en hast at være forvandlet til en dårekiste. Jeg ser en procession af dårlige mennesker i hvide klæder med kranse på hovederne og grene i hænder. Det er uden tvivl et triumfoptog formedelst Pluti ankomst. Ja, det er så. Jeg tager ikke fejl. Ak, du arme stad som glæder dig over din egen fordærvelse. Jeg må liste mig hen i en krog for at anse denne galskab.",NA,"Plutus",6,"(1753)"
"14","Plutus_mod.jsonl","Anden akt",2,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",2,"Scene 6",6,"Diogenes",NA,"Ja, piber kun, I skabhalse! Ligesom denne komedie endtes med et sørgespil, så vil det óg gå den hele stad. Jeg vil også forsøge at danse, men en dans som giver til kende en forestående tragedie.",NA,"Plutus",4,"(1753)"
"15","Plutus_mod.jsonl","Anden akt",2,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",12,"Scene 7",7,"Plutus",NA,"Dette ligner jo afsindighed. Jeg skæmmer mig ved at have gjort sådant tilbud.",NA,"Plutus",4,"(1753)"
"16","Plutus_mod.jsonl","Anden akt",2,"Plutus eller Proces imellem fattigdom og rigdom En heroisk komedie i 5 akter",2,"Scene 8",8,"Diogenes",NA,"Så herut med alle forfængeligheder. Jeg skal nok holde rent for min dør. Gid andre kun ville følge mit eksempel. Men jeg tror ikke at jeg vil have mange efterfølgere. Tværtimod: Alter vil oprettes for rigdommens gud Pluto, og Penia, gudinden for fattigdom, under hvis regimente vor stad så længe har blomstret, vil forvises. Jeg går nu bort og kryber ned i min tønde medens staden raser. Thi jeg mærker at ved mine prædikener intet vil udvirkes. Men udfaldet vil lære at mine formaninger er ikke ilde grundede.",NA,"Plutus",4,"(1753)"
