"","filename","act","act_number","docTitle","index","scene","scene_number","speaker","speaker_stage","spoke","stage","title","type","year"
"1","Abracadabra_mod.jsonl","Første akt",1,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",41,"Scene 1",1,"Arv",NA,"En tilkommende strikke, Henrik.",NA,"Husspøgelse",4,"(1753)"
"2","Abracadabra_mod.jsonl","Første akt",1,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",2,"Scene 2",2,"Arv",NA,"Ak, ak! Jeg kan ikke mere. Jeg tror ikke at der i det hele land er sådan en fortvivlet skælm som denne Henrik. Ak, du ulyksalige Jeronimus, hvor vil du blive til mode når du ved din hjemkomst finder dit hus i sådan forvirrelse, din eneste søn at være forfalden til yderste liderlighed, dine midler skammeligt fordøjet og din gård på landet således forfalden at den ikke kan istandsættes igen. Men der ser jeg fogeden kommer. Jeg må fortælle ham hvad mig er hændt.",NA,"Husspøgelse",4,"(1753)"
"3","Abracadabra_mod.jsonl","Første akt",1,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",19,"Scene 3",3,"Arv",NA,"Jeg skøtter hverken om at banke eller at blive banket; fogeden må selv banke. Jeg fik min frokost, nu får vi at se hvorledes I bli'r trakteret.",NA,"Husspøgelse",4,"(1753)"
"4","Abracadabra_mod.jsonl","Første akt",1,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",30,"Scene 4",4,"Arv",NA,"Du gi'r frokost som du er mand til.",NA,"Husspøgelse",4,"(1753)"
"5","Abracadabra_mod.jsonl","Første akt",1,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",19,"Scene 5",5,"Ephraim",NA,"Du har forrådt og taglik forråder din herre, det wet ick.",NA,"Husspøgelse",4,"(1753)"
"6","Abracadabra_mod.jsonl","Første akt",1,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",30,"Scene 6",6,"Leander",NA,"Nu kommer den forbandede melankoli igen. Spil nok op et andet stykke, som er mere lystigt, og som kan have bedre virkning.",NA,"Husspøgelse",4,"(1753)"
"7","Abracadabra_mod.jsonl","Første akt",1,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",19,"Scene 7",7,"Henrik",NA,"Og med ham ser jeg at filosofien drives på dør.",NA,"Husspøgelse",4,"(1753)"
"8","Abracadabra_mod.jsonl","Første akt",1,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",19,"Scene 8",8,"Henrik",NA,"Jeg min tro ikke heller. Kom da kun ind, I gode herrer.",NA,"Husspøgelse",4,"(1753)"
"9","Abracadabra_mod.jsonl","Anden akt",2,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",2,"Scene 1",1,"Henrik",NA,"Hej, kom herud! Jeg har magtpåliggende ting at fortælle jer.",NA,"Husspøgelse",4,"(1753)"
"10","Abracadabra_mod.jsonl","Anden akt",2,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",34,"Scene 2",2,"Henrik",NA,"Så herind da, og fly mig hovednøglen.",NA,"Husspøgelse",4,"(1753)"
"11","Abracadabra_mod.jsonl","Anden akt",2,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",84,"Scene 3",3,"Henrik",NA,"Se, nu blev det stille igen. Stå nu kun op, og lad os liste os bort. Men se, der kommer den forbandede jøde, og det i den allerubelejligste tid.",NA,"Husspøgelse",4,"(1753)"
"12","Abracadabra_mod.jsonl","Anden akt",2,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",89,"Scene 4",4,"Henrik",NA,"Ha ha ha! Nu fik jeg ham at løbe med limstangen, thi manden er alt fanden i vold henne i Jylland og har sat sig ned i Mariager.",NA,"Husspøgelse",4,"(1753)"
"13","Abracadabra_mod.jsonl","Anden akt",2,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",31,"Scene 5",5,"Henrik",NA,"Men der ser jeg han kommer. Bliv kun her lidt stående indtil jeg siger at jeg har meldt ham an.",NA,"Husspøgelse",4,"(1753)"
"14","Abracadabra_mod.jsonl","Anden akt",2,"Husspøgelse eller Abracadabra Komedie i 3 akter uden aktricer",79,"Scene 6",6,"Leonard",NA,"Alt forladt.",NA,"Husspøgelse",4,"(1753)"
